"Yayınlandığı Tarih","Yayınlandığı Gün","Geçerli Olduğu Tarih","Geçerli Olduğu Gün","Kur","Döviz Alış","Döviz Satış"
08.09.2020,Sali,09.09.2020,Carsamba,USD,7.4537,7.4672
09.09.2020,Carsamba,10.09.2020,Persembe,USD,7.4670,7.4805
10.09.2020,Persembe,11.09.2020,Cuma,USD,7.4553,7.4688
11.09.2020,Cuma,12.09.2020,Cumartesi,USD,7.4396,7.4530
11.09.2020,Cuma,13.09.2020,Pazar,USD,7.4396,7.4530
11.09.2020,Cuma,14.09.2020,Pazartesi,USD,7.4396,7.4530
14.09.2020,Pazartesi,15.09.2020,Sali,USD,7.4689,7.4823
15.09.2020,Sali,16.09.2020,Carsamba,USD,7.4668,7.4803
16.09.2020,Carsamba,17.09.2020,Persembe,USD,7.4678,7.4812
17.09.2020,Persembe,18.09.2020,Cuma,USD,7.5152,7.5287
18.09.2020,Cuma,19.09.2020,Cumartesi,USD,7.5344,7.5480
18.09.2020,Cuma,20.09.2020,Pazar,USD,7.5344,7.5480
18.09.2020,Cuma,21.09.2020,Pazartesi,USD,7.5344,7.5480
21.09.2020,Pazartesi,22.09.2020,Sali,USD,7.5720,7.5857
22.09.2020,Sali,23.09.2020,Carsamba,USD,7.6251,7.6389
23.09.2020,Carsamba,24.09.2020,Persembe,USD,7.6570,7.6708
24.09.2020,Persembe,25.09.2020,Cuma,USD,7.6630,7.6768
25.09.2020,Cuma,26.09.2020,Cumartesi,USD,7.5546,7.5682
25.09.2020,Cuma,27.09.2020,Pazar,USD,7.5546,7.5682
25.09.2020,Cuma,28.09.2020,Pazartesi,USD,7.5546,7.5682
28.09.2020,Pazartesi,29.09.2020,Sali,USD,7.7507,7.7647
29.09.2020,Sali,30.09.2020,Carsamba,USD,7.8080,7.8221
30.09.2020,Carsamba,01.10.2020,Persembe,USD,7.7522,7.7662
01.10.2020,Persembe,02.10.2020,Cuma,USD,7.6946,7.7085
02.10.2020,Cuma,03.10.2020,Cumartesi,USD,7.7288,7.7427
02.10.2020,Cuma,04.10.2020,Pazar,USD,7.7288,7.7427
02.10.2020,Cuma,05.10.2020,Pazartesi,USD,7.7288,7.7427
05.10.2020,Pazartesi,06.10.2020,Sali,USD,7.7307,7.7446
06.10.2020,Sali,07.10.2020,Carsamba,USD,7.7452,7.7591
07.10.2020,Carsamba,08.10.2020,Persembe,USD,7.8267,7.8408
08.10.2020,Persembe,09.10.2020,Cuma,USD,7.8931,7.9073
09.10.2020,Cuma,10.10.2020,Cumartesi,USD,7.9072,7.9215
09.10.2020,Cuma,11.10.2020,Pazar,USD,7.9072,7.9215
09.10.2020,Cuma,12.10.2020,Pazartesi,USD,7.9072,7.9215
12.10.2020,Pazartesi,13.10.2020,Sali,USD,7.8673,7.8815
13.10.2020,Sali,14.10.2020,Carsamba,USD,7.8778,7.8920
14.10.2020,Carsamba,15.10.2020,Persembe,USD,7.9205,7.9348
15.10.2020,Persembe,16.10.2020,Cuma,USD,7.9116,7.9259
16.10.2020,Cuma,17.10.2020,Cumartesi,USD,7.9129,7.9272
16.10.2020,Cuma,18.10.2020,Pazar,USD,7.9129,7.9272
16.10.2020,Cuma,19.10.2020,Pazartesi,USD,7.9129,7.9272
19.10.2020,Pazartesi,20.10.2020,Sali,USD,7.8778,7.8920
20.10.2020,Sali,21.10.2020,Carsamba,USD,7.8761,7.8903
21.10.2020,Carsamba,22.10.2020,Persembe,USD,7.8179,7.8320
22.10.2020,Persembe,23.10.2020,Cuma,USD,7.8025,7.8166
23.10.2020,Cuma,24.10.2020,Cumartesi,USD,7.9379,7.9522
23.10.2020,Cuma,25.10.2020,Pazar,USD,7.9379,7.9522
23.10.2020,Cuma,26.10.2020,Pazartesi,USD,7.9379,7.9522
26.10.2020,Pazartesi,27.10.2020,Sali,USD,8.0285,8.0429
27.10.2020,Sali,28.10.2020,Carsamba,USD,8.1211,8.1357
27.10.2020,Sali,29.10.2020,Persembe,USD,8.1211,8.1357
27.10.2020,Sali,30.10.2020,Cuma,USD,8.1211,8.1357
30.10.2020,Cuma,31.10.2020,Cumartesi,USD,8.3082,8.3232
30.10.2020,Cuma,01.11.2020,Pazar,USD,8.3082,8.3232
30.10.2020,Cuma,02.11.2020,Pazartesi,USD,8.3082,8.3232
02.11.2020,Pazartesi,03.11.2020,Sali,USD,8.3760,8.3911
03.11.2020,Sali,04.11.2020,Carsamba,USD,8.4546,8.4698
04.11.2020,Carsamba,05.11.2020,Persembe,USD,8.4553,8.4705
05.11.2020,Persembe,06.11.2020,Cuma,USD,8.4417,8.4569
06.11.2020,Cuma,07.11.2020,Cumartesi,USD,8.4613,8.4765
06.11.2020,Cuma,08.11.2020,Pazar,USD,8.4613,8.4765
06.11.2020,Cuma,09.11.2020,Pazartesi,USD,8.4613,8.4765
09.11.2020,Pazartesi,10.11.2020,Sali,USD,8.1778,8.1926
10.11.2020,Sali,11.11.2020,Carsamba,USD,8.2358,8.2507
11.11.2020,Carsamba,12.11.2020,Persembe,USD,8.0477,8.0622
12.11.2020,Persembe,13.11.2020,Cuma,USD,7.7896,7.8037
13.11.2020,Cuma,14.11.2020,Cumartesi,USD,7.6297,7.6435
13.11.2020,Cuma,15.11.2020,Pazar,USD,7.6297,7.6435
13.11.2020,Cuma,16.11.2020,Pazartesi,USD,7.6297,7.6435
16.11.2020,Pazartesi,17.11.2020,Sali,USD,7.6751,7.6889
17.11.2020,Sali,18.11.2020,Carsamba,USD,7.7393,7.7533
18.11.2020,Carsamba,19.11.2020,Persembe,USD,7.7195,7.7334
19.11.2020,Persembe,20.11.2020,Cuma,USD,7.6699,7.6837
20.11.2020,Cuma,21.11.2020,Cumartesi,USD,7.5785,7.5922
20.11.2020,Cuma,22.11.2020,Pazar,USD,7.5785,7.5922
20.11.2020,Cuma,23.11.2020,Pazartesi,USD,7.5785,7.5922
23.11.2020,Pazartesi,24.11.2020,Sali,USD,7.7593,7.7733
24.11.2020,Sali,25.11.2020,Carsamba,USD,7.9170,7.9313
25.11.2020,Carsamba,26.11.2020,Persembe,USD,7.9415,7.9558
26.11.2020,Persembe,27.11.2020,Cuma,USD,7.8945,7.9088
27.11.2020,Cuma,28.11.2020,Cumartesi,USD,7.7975,7.8116
27.11.2020,Cuma,29.11.2020,Pazar,USD,7.7975,7.8116
27.11.2020,Cuma,30.11.2020,Pazartesi,USD,7.7975,7.8116
30.11.2020,Pazartesi,01.12.2020,Sali,USD,7.7892,7.8032
01.12.2020,Sali,02.12.2020,Carsamba,USD,7.8412,7.8553
02.12.2020,Carsamba,03.12.2020,Persembe,USD,7.8080,7.8221
03.12.2020,Persembe,04.12.2020,Cuma,USD,7.8472,7.8614
04.12.2020,Cuma,05.12.2020,Cumartesi,USD,7.7796,7.7936
04.12.2020,Cuma,06.12.2020,Pazar,USD,7.7796,7.7936
04.12.2020,Cuma,07.12.2020,Pazartesi,USD,7.7796,7.7936
07.12.2020,Pazartesi,08.12.2020,Sali,USD,7.8373,7.8514
08.12.2020,Sali,09.12.2020,Carsamba,USD,7.8087,7.8227
09.12.2020,Carsamba,10.12.2020,Persembe,USD,7.8203,7.8344
10.12.2020,Persembe,11.12.2020,Cuma,USD,7.8499,7.8640
11.12.2020,Cuma,12.12.2020,Cumartesi,USD,7.9349,7.9492
11.12.2020,Cuma,13.12.2020,Pazar,USD,7.9349,7.9492
11.12.2020,Cuma,14.12.2020,Pazartesi,USD,7.9349,7.9492
14.12.2020,Pazartesi,15.12.2020,Sali,USD,7.8699,7.8841
15.12.2020,Sali,16.12.2020,Carsamba,USD,7.8331,7.8473
16.12.2020,Carsamba,17.12.2020,Persembe,USD,7.7873,7.8013
17.12.2020,Persembe,18.12.2020,Cuma,USD,7.7510,7.7650
18.12.2020,Cuma,19.12.2020,Cumartesi,USD,7.6898,7.7036
18.12.2020,Cuma,20.12.2020,Pazar,USD,7.6898,7.7036
18.12.2020,Cuma,21.12.2020,Pazartesi,USD,7.6898,7.7036
21.12.2020,Pazartesi,22.12.2020,Sali,USD,7.6769,7.6907
22.12.2020,Sali,23.12.2020,Carsamba,USD,7.6368,7.6505
23.12.2020,Carsamba,24.12.2020,Persembe,USD,7.6321,7.6458
24.12.2020,Persembe,25.12.2020,Cuma,USD,7.6190,7.6327
25.12.2020,Cuma,26.12.2020,Cumartesi,USD,7.5517,7.5653
25.12.2020,Cuma,27.12.2020,Pazar,USD,7.5517,7.5653
25.12.2020,Cuma,28.12.2020,Pazartesi,USD,7.5517,7.5653
28.12.2020,Pazartesi,29.12.2020,Sali,USD,7.4738,7.4873
29.12.2020,Sali,30.12.2020,Carsamba,USD,7.4063,7.4197
30.12.2020,Carsamba,31.12.2020,Persembe,USD,7.3405,7.3537
31.12.2020,Persembe,01.01.2021,Cuma,USD,7.4194,7.4327
31.12.2020,Persembe,02.01.2021,Cumartesi,USD,7.4194,7.4327
31.12.2020,Persembe,03.01.2021,Pazar,USD,7.4194,7.4327
31.12.2020,Persembe,04.01.2021,Pazartesi,USD,7.4194,7.4327
04.01.2021,Pazartesi,05.01.2021,Sali,USD,7.3602,7.3734
05.01.2021,Sali,06.01.2021,Carsamba,USD,7.3866,7.3999
06.01.2021,Carsamba,07.01.2021,Persembe,USD,7.3300,7.3432
07.01.2021,Persembe,08.01.2021,Cuma,USD,7.2733,7.2864
08.01.2021,Cuma,09.01.2021,Cumartesi,USD,7.3490,7.3622
08.01.2021,Cuma,10.01.2021,Pazar,USD,7.3490,7.3622
08.01.2021,Cuma,11.01.2021,Pazartesi,USD,7.3490,7.3622
11.01.2021,Pazartesi,12.01.2021,Sali,USD,7.4431,7.4565
12.01.2021,Sali,13.01.2021,Carsamba,USD,7.4608,7.4743
13.01.2021,Carsamba,14.01.2021,Persembe,USD,7.4285,7.4419
14.01.2021,Persembe,15.01.2021,Cuma,USD,7.3885,7.4018
15.01.2021,Cuma,16.01.2021,Cumartesi,USD,7.3877,7.4010
15.01.2021,Cuma,17.01.2021,Pazar,USD,7.3877,7.4010
15.01.2021,Cuma,18.01.2021,Pazartesi,USD,7.3877,7.4010
18.01.2021,Pazartesi,19.01.2021,Sali,USD,7.4952,7.5087
19.01.2021,Sali,20.01.2021,Carsamba,USD,7.4485,7.4619
20.01.2021,Carsamba,21.01.2021,Persembe,USD,7.4367,7.4501
21.01.2021,Persembe,22.01.2021,Cuma,USD,7.3836,7.3969
22.01.2021,Cuma,23.01.2021,Cumartesi,USD,7.3985,7.4118
22.01.2021,Cuma,24.01.2021,Pazar,USD,7.3985,7.4118
22.01.2021,Cuma,25.01.2021,Pazartesi,USD,7.3985,7.4118
25.01.2021,Pazartesi,26.01.2021,Sali,USD,7.3797,7.3930
26.01.2021,Sali,27.01.2021,Carsamba,USD,7.3835,7.3968
27.01.2021,Carsamba,28.01.2021,Persembe,USD,7.3544,7.3676
28.01.2021,Persembe,29.01.2021,Cuma,USD,7.3723,7.3856
29.01.2021,Cuma,30.01.2021,Cumartesi,USD,7.3216,7.3348
29.01.2021,Cuma,31.01.2021,Pazar,USD,7.3216,7.3348
29.01.2021,Cuma,01.02.2021,Pazartesi,USD,7.3216,7.3348
01.02.2021,Pazartesi,02.02.2021,Sali,USD,7.2185,7.2315
02.02.2021,Sali,03.02.2021,Carsamba,USD,7.1372,7.1501
03.02.2021,Carsamba,04.02.2021,Persembe,USD,7.1498,7.1627
04.02.2021,Persembe,05.02.2021,Cuma,USD,7.1324,7.1453
05.02.2021,Cuma,06.02.2021,Cumartesi,USD,7.0789,7.0917
05.02.2021,Cuma,07.02.2021,Pazar,USD,7.0789,7.0917
05.02.2021,Cuma,08.02.2021,Pazartesi,USD,7.0789,7.0917
08.02.2021,Pazartesi,09.02.2021,Sali,USD,7.0663,7.0791
09.02.2021,Sali,10.02.2021,Carsamba,USD,7.0821,7.0949
10.02.2021,Carsamba,11.02.2021,Persembe,USD,7.0513,7.0640
11.02.2021,Persembe,12.02.2021,Cuma,USD,7.0404,7.0531
12.02.2021,Cuma,13.02.2021,Cumartesi,USD,7.0162,7.0288
12.02.2021,Cuma,14.02.2021,Pazar,USD,7.0162,7.0288
12.02.2021,Cuma,15.02.2021,Pazartesi,USD,7.0162,7.0288
15.02.2021,Pazartesi,16.02.2021,Sali,USD,6.9724,6.9850
16.02.2021,Sali,17.02.2021,Carsamba,USD,6.9150,6.9275
17.02.2021,Carsamba,18.02.2021,Persembe,USD,7.0040,7.0167
18.02.2021,Persembe,19.02.2021,Cuma,USD,6.9527,6.9652
19.02.2021,Cuma,20.02.2021,Cumartesi,USD,6.9611,6.9736
19.02.2021,Cuma,21.02.2021,Pazar,USD,6.9611,6.9736
19.02.2021,Cuma,22.02.2021,Pazartesi,USD,6.9611,6.9736
22.02.2021,Pazartesi,23.02.2021,Sali,USD,6.9940,7.0066
23.02.2021,Sali,24.02.2021,Carsamba,USD,7.0253,7.0380
24.02.2021,Carsamba,25.02.2021,Persembe,USD,7.1357,7.1485
25.02.2021,Persembe,26.02.2021,Cuma,USD,7.1924,7.2054
26.02.2021,Cuma,27.02.2021,Cumartesi,USD,7.3708,7.3841
26.02.2021,Cuma,28.02.2021,Pazar,USD,7.3708,7.3841
26.02.2021,Cuma,01.03.2021,Pazartesi,USD,7.3708,7.3841
01.03.2021,Pazartesi,02.03.2021,Sali,USD,7.3029,7.3160
02.03.2021,Sali,03.03.2021,Carsamba,USD,7.3117,7.3248
03.03.2021,Carsamba,04.03.2021,Persembe,USD,7.3391,7.3524
04.03.2021,Persembe,05.03.2021,Cuma,USD,7.4524,7.4659
05.03.2021,Cuma,06.03.2021,Cumartesi,USD,7.5096,7.5231
05.03.2021,Cuma,07.03.2021,Pazar,USD,7.5096,7.5231
05.03.2021,Cuma,08.03.2021,Pazartesi,USD,7.5096,7.5231
08.03.2021,Pazartesi,09.03.2021,Sali,USD,7.5939,7.6075
09.03.2021,Sali,10.03.2021,Carsamba,USD,7.6403,7.6540
10.03.2021,Carsamba,11.03.2021,Persembe,USD,7.5952,7.6088
11.03.2021,Persembe,12.03.2021,Cuma,USD,7.4446,7.4581
12.03.2021,Cuma,13.03.2021,Cumartesi,USD,7.5709,7.5846
12.03.2021,Cuma,14.03.2021,Pazar,USD,7.5709,7.5846
12.03.2021,Cuma,15.03.2021,Pazartesi,USD,7.5709,7.5846
15.03.2021,Pazartesi,16.03.2021,Sali,USD,7.5374,7.5510
16.03.2021,Sali,17.03.2021,Carsamba,USD,7.5041,7.5176
17.03.2021,Carsamba,18.03.2021,Persembe,USD,7.4980,7.5115
18.03.2021,Persembe,19.03.2021,Cuma,USD,7.4573,7.4708
19.03.2021,Cuma,20.03.2021,Cumartesi,USD,7.2670,7.2801
19.03.2021,Cuma,21.03.2021,Pazar,USD,7.2670,7.2801
19.03.2021,Cuma,22.03.2021,Pazartesi,USD,7.2670,7.2801
22.03.2021,Pazartesi,23.03.2021,Sali,USD,7.9040,7.9182
23.03.2021,Sali,24.03.2021,Carsamba,USD,7.8082,7.8222
24.03.2021,Carsamba,25.03.2021,Persembe,USD,7.9666,7.9809
25.03.2021,Persembe,26.03.2021,Cuma,USD,7.9409,7.9552
26.03.2021,Cuma,27.03.2021,Cumartesi,USD,7.9893,8.0037
26.03.2021,Cuma,28.03.2021,Pazar,USD,7.9893,8.0037
26.03.2021,Cuma,29.03.2021,Pazartesi,USD,7.9893,8.0037
29.03.2021,Pazartesi,30.03.2021,Sali,USD,8.1192,8.1338
30.03.2021,Sali,31.03.2021,Carsamba,USD,8.3260,8.3410
31.03.2021,Carsamba,01.04.2021,Persembe,USD,8.3258,8.3408
01.04.2021,Persembe,02.04.2021,Cuma,USD,8.1707,8.1854
02.04.2021,Cuma,03.04.2021,Cumartesi,USD,8.0362,8.0506
02.04.2021,Cuma,04.04.2021,Pazar,USD,8.0362,8.0506
02.04.2021,Cuma,05.04.2021,Pazartesi,USD,8.0362,8.0506
05.04.2021,Pazartesi,06.04.2021,Sali,USD,8.1394,8.1540
06.04.2021,Sali,07.04.2021,Carsamba,USD,8.1441,8.1588
07.04.2021,Carsamba,08.04.2021,Persembe,USD,8.1688,8.1836
08.04.2021,Persembe,09.04.2021,Cuma,USD,8.1518,8.1665
09.04.2021,Cuma,10.04.2021,Cumartesi,USD,8.1383,8.1530
09.04.2021,Cuma,11.04.2021,Pazar,USD,8.1383,8.1530
09.04.2021,Cuma,12.04.2021,Pazartesi,USD,8.1383,8.1530
12.04.2021,Pazartesi,13.04.2021,Sali,USD,8.1681,8.1828
13.04.2021,Sali,14.04.2021,Carsamba,USD,8.1383,8.1530
14.04.2021,Carsamba,15.04.2021,Persembe,USD,8.0729,8.0875
15.04.2021,Persembe,16.04.2021,Cuma,USD,8.0567,8.0712
16.04.2021,Cuma,17.04.2021,Cumartesi,USD,8.0574,8.0719
16.04.2021,Cuma,18.04.2021,Pazar,USD,8.0574,8.0719
16.04.2021,Cuma,19.04.2021,Pazartesi,USD,8.0574,8.0719
19.04.2021,Pazartesi,20.04.2021,Sali,USD,8.0514,8.0659
20.04.2021,Sali,21.04.2021,Carsamba,USD,8.1011,8.1157
21.04.2021,Carsamba,22.04.2021,Persembe,USD,8.1433,8.1580
